N,P,K,temperature,humidity,ph,rainfall,label
83,23,55,28,93,6.446628617,29,muskmelon
108,26,45,26,90,6.054204323,38,muskmelon
109,9,45,27,90,6.196834346,43,muskmelon
97,27,48,25,94,6.711780128,46,muskmelon
108,21,54,29,90,6.454854343,49,muskmelon
101,27,45,30,93,6.41226006,35,muskmelon
94,17,50,30,95,6.327663544,43,muskmelon
106,14,53,26,90,6.333224739,28,muskmelon
92,8,47,27,92,6.335668938,42,muskmelon
102,16,53,26,93,6.643642741,24,muskmelon
82,15,45,30,94,6.489657378,45,muskmelon
103,16,52,25,94,6.065861102,25,muskmelon
114,28,55,27,95,6.748358631,36,muskmelon
105,10,48,30,95,6.447486618,33,muskmelon
88,25,47,28,90,6.511500503,50,muskmelon
112,26,50,28,92,6.50079644,23,muskmelon
94,6,46,29,94,6.492522467,35,muskmelon
85,15,51,30,95,6.636858515,36,muskmelon
118,29,45,25,92,6.092010504,41,muskmelon
113,19,49,27,94,6.047372286,32,muskmelon
116,28,50,27,92,6.71706587,28,muskmelon
82,19,45,25,93,6.270794725,29,muskmelon
105,17,53,26,95,6.499470032,35,muskmelon
114,28,52,29,95,6.040254677,43,muskmelon
120,18,46,25,90,6.738403588,34,muskmelon
95,11,52,28,95,6.58980194,24,muskmelon
81,28,50,28,95,6.623957217,46,muskmelon
111,20,54,26,94,6.713538749,37,muskmelon
100,22,54,29,91,6.318846344,42,muskmelon
80,12,52,28,94,6.647682911,34,muskmelon
83,19,52,29,94,6.262972208,38,muskmelon
92,26,47,29,94,6.247593736,27,muskmelon
80,19,54,26,94,6.351294991,31,muskmelon
101,11,54,30,95,6.056747504,46,muskmelon
83,17,45,30,93,6.327712741,35,muskmelon
85,18,48,30,90,6.200112619,20,muskmelon
100,27,50,29,93,6.020106505,35,muskmelon
112,9,55,26,94,6.026159622,21,muskmelon
101,21,49,29,92,6.686106096,23,muskmelon
80,27,53,30,91,6.290840901,47,muskmelon
109,22,54,25,94,6.558915667,34,muskmelon
27,130,203,21,91,5.519571952,121,apple
24,124,197,21,93,5.885407511,124,apple
24,132,195,20,95,5.807515019,114,apple
15,144,195,23,93,6.448205459,125,apple
32,123,198,22,93,5.644203299,123,apple
24,133,201,22,92,5.635374827,117,apple
9,138,201,23,91,5.78088721,120,apple
38,122,203,24,95,5.985890432,104,apple
22,145,202,20,93,5.607693066,100,apple
40,136,200,25,94,6.131841132,107,apple
9,137,204,24,94,6.223684547,119,apple
16,142,199,20,94,6.257754156,104,apple
9,125,201,23,92,5.737422289,103,apple
28,125,205,23,95,6.492546169,103,apple
29,140,196,24,95,5.709782369,120,apple
11,121,198,24,91,5.617411903,104,apple
40,129,199,20,93,5.504622021,116,apple
23,134,203,24,92,6.284703734,124,apple
40,130,198,23,95,5.693460584,107,apple
29,133,198,23,90,5.862573757,102,apple
36,141,195,24,90,6.136168282,112,apple
23,137,197,21,90,6.432463853,121,apple
11,122,195,24,95,5.970021967,100,apple
14,131,205,23,93,5.605189574,120,apple
37,133,202,22,92,5.848022455,102,apple
32,125,199,20,94,5.552426481,124,apple
28,138,195,22,92,6.458194838,100,apple
35,129,204,22,93,6.429887342,125,apple
26,143,200,23,93,5.570634661,111,apple
8,136,200,25,91,5.636463874,115,apple
34,135,197,20,95,5.919405728,121,apple
13,121,204,22,91,6.176114984,116,apple
17,143,203,22,90,6.265256225,106,apple
12,143,202,22,90,6.266016131,118,apple
39,132,196,25,90,6.400244789,124,apple
15,120,205,25,92,5.991090985,124,apple
38,132,199,22,92,6.434047482,122,apple
31,138,204,22,95,6.40799917,100,apple
6,144,200,23,92,6.384227126,122,apple
27,126,205,25,91,5.55015961,125,apple
18,123,205,23,93,6.436734587,122,apple
16,123,197,23,95,6.231222303,115,apple
6,145,205,23,93,5.879676786,101,apple
13,137,196,21,93,5.781699687,114,apple
40,121,205,21,93,6.485691161,102,apple
23,134,198,25,91,5.682737799,102,apple
24,134,201,21,92,5.643505012,105,apple
37,122,204,20,90,5.682826089,112,apple
36,122,203,23,93,6.434831265,113,apple
39,120,198,24,90,5.523548222,121,apple
11,126,198,25,92,5.95630168,111,apple
19,134,204,25,93,6.211727785,100,apple
25,125,203,23,92,6.123187213,112,apple
23,123,201,20,90,5.910500743,116,apple
33,141,195,22,95,5.90792679,109,apple
18,123,198,23,94,6.255845452,111,apple
38,135,195,21,90,5.699655644,113,apple
11,126,199,21,91,5.564392009,108,apple
35,124,205,22,93,6.117763846,103,apple
34,130,199,21,92,5.627345082,125,apple
21,143,196,22,93,5.595467325,106,apple
9,136,198,23,90,5.584257774,107,apple
10,121,199,22,91,5.793542747,118,apple
5,130,203,24,91,5.922139146,121,apple
31,124,205,24,91,5.692950995,118,apple
26,124,200,20,95,5.748076963,102,apple
37,125,195,23,90,5.960759798,103,apple
6,125,204,20,90,5.93020977,117,apple
10,128,205,20,94,5.873124224,114,apple
26,133,201,20,93,6.250953588,117,apple
23,125,195,21,93,6.191241448,120,apple
31,133,195,21,91,5.772194834,125,apple
25,137,202,20,91,5.797248277,106,apple
9,129,198,23,95,5.591050626,102,apple
16,141,196,21,92,6.281849546,116,apple
15,132,202,20,95,6.358135404,101,apple
6,134,204,22,91,6.277983449,115,apple
35,132,201,25,92,5.828406304,109,apple
20,136,199,22,94,6.100540864,120,apple
36,130,201,24,93,6.074041972,103,apple
30,143,204,23,93,6.157054729,114,apple
29,141,203,22,91,5.53181678,124,apple
37,142,195,23,94,5.612548404,113,apple
30,135,200,23,93,5.935482478,105,apple
22,132,202,25,92,6.462743514,117,apple
16,144,201,25,91,5.547546834,114,apple
17,133,201,20,92,5.509062282,109,apple
37,136,201,23,94,6.440968137,102,apple
36,133,204,22,93,6.354668054,117,apple
26,134,195,23,92,6.469857481,110,apple
11,128,198,20,93,5.730901947,116,apple
34,137,203,23,92,6.074009537,104,apple
20,120,196,23,95,6.039447266,125,apple
20,137,203,24,93,5.605600613,117,apple
9,139,201,21,92,6.222178071,119,apple
38,120,196,20,90,5.962396602,111,apple
26,124,197,24,91,5.678436069,106,apple
27,145,195,25,92,6.143581347,115,apple
32,125,203,22,95,5.51269823,102,apple
39,140,201,23,94,5.693926341,116,apple
22,139,204,22,93,5.682251444,109,apple
28,136,204,20,91,6.302485678,109,apple
40,138,198,25,95,6.323232243,113,apple
30,125,197,21,95,6.246416902,100,apple
19,121,203,20,93,6.449205353,119,apple
25,132,198,23,91,5.974412298,123,apple
24,134,197,21,90,6.097083014,117,apple
5,132,195,22,91,6.027447637,109,apple
21,136,197,22,93,6.221400241,118,apple
10,144,204,22,92,5.664920804,100,apple
11,137,202,24,92,5.63455122,107,apple
28,135,201,23,92,6.311747896,102,apple
17,134,203,23,95,6.003461869,114,apple
37,131,198,21,92,6.173281258,119,apple
21,122,203,21,93,5.647236326,110,apple
38,131,197,20,91,6.227129537,122,apple
9,141,198,25,95,6.016134355,116,apple
13,121,198,23,91,5.859374021,103,apple
36,135,204,20,95,6.096190715,118,apple
18,126,195,24,95,5.592582361,124,apple
33,144,198,25,92,6.25001607,114,apple
5,122,201,22,94,6.397915195,125,apple
7,138,198,25,91,6.055579894,118,apple
16,126,204,21,95,5.936490794,118,apple
6,145,203,22,94,6.216669264,117,apple
26,121,195,22,91,5.680860998,124,apple
15,129,199,25,93,6.011783227,105,apple
15,130,202,25,91,5.747865829,111,apple
23,125,198,24,92,5.85157995,123,apple
19,127,201,24,91,5.56865309,118,apple
32,145,196,25,92,5.725987805,102,apple
28,120,199,24,95,6.467583137,104,apple
23,145,204,24,95,5.922199269,113,apple
39,137,205,22,90,6.400260594,117,apple
9,130,197,23,91,5.721100365,118,apple
23,122,205,22,95,6.250136088,111,apple
23,120,202,21,95,5.543819172,115,apple
40,135,200,22,90,6.279280327,122,apple
21,136,197,22,93,5.733130663,109,apple
39,124,197,20,95,5.766329784,115,apple
8,141,198,25,92,5.975732111,111,apple
29,128,198,24,91,6.287463171,108,apple
40,136,199,22,93,5.578552602,117,apple
23,142,200,21,95,5.625503239,113,apple
40,124,201,24,94,6.319980894,121,apple
22,121,200,22,92,5.956001529,117,apple
21,140,200,21,90,6.400668084,115,apple
28,130,203,25,92,5.638736488,101,apple
18,132,198,25,92,6.092664009,102,apple
12,121,196,25,92,6.160779675,107,apple
14,145,197,23,93,6.353454165,110,apple
39,137,201,20,94,5.936892467,116,apple
39,123,197,21,90,5.951516526,108,apple
22,125,202,20,92,5.594648351,114,apple
9,144,202,24,91,6.270215387,118,apple
22,134,198,25,94,5.647971712,110,apple
30,131,198,24,95,6.256320881,123,apple
37,133,196,22,94,6.301010127,122,apple
36,135,198,23,93,6.457226233,108,apple
40,134,204,22,95,6.010135133,101,apple
8,128,205,25,94,6.173236257,119,apple
27,138,198,20,94,5.840568412,125,apple
30,130,200,24,91,5.513860293,101,apple
11,144,202,22,91,5.997572806,123,apple
14,131,200,23,94,5.634327456,100,apple
36,139,195,22,92,5.673250258,107,apple
34,141,202,23,90,5.599849315,121,apple
9,129,198,25,95,5.980356966,108,apple
23,127,195,23,91,5.768833952,114,apple
24,139,205,24,92,6.204367778,102,apple
17,135,205,20,90,5.682263641,106,apple
31,132,205,23,91,5.998500571,105,apple
16,120,202,24,95,6.198833026,119,apple
9,128,196,24,94,5.765378322,123,apple
23,141,195,23,90,6.111331208,112,apple
10,133,203,22,93,6.001235082,105,apple
27,145,200,23,90,6.116610811,125,apple
15,130,198,23,95,5.721302631,115,apple
39,145,197,24,92,6.217958536,103,apple
16,142,198,23,94,6.007254255,116,apple
5,126,203,22,94,6.315856463,120,apple
14,136,200,22,91,5.907736774,122,apple
6,120,200,23,94,6.123486716,125,apple
26,133,201,25,95,5.51800205,123,apple
28,124,199,21,92,6.020297115,110,apple
15,142,205,24,91,5.572609914,104,apple
9,134,196,25,95,5.537588213,103,apple
8,133,197,20,93,5.620329255,109,apple
20,122,198,21,92,6.009003706,104,apple
33,127,202,21,94,5.58106678,118,apple
39,143,197,20,93,5.772740061,115,apple
23,141,199,25,95,5.655106411,107,apple
16,132,199,25,94,5.628395523,109,apple
34,142,200,25,90,6.11110879,107,apple
17,141,202,25,91,6.17284275,113,apple
10,139,199,20,95,6.14734251,119,apple
31,142,198,20,92,6.423523341,100,apple
23,145,201,25,90,5.931730784,112,apple
17,131,199,21,95,6.273914927,108,apple
38,130,198,20,95,6.332250579,103,apple
12,136,202,20,95,6.142589553,116,apple
19,134,196,22,94,5.647611853,108,apple
28,140,198,20,90,5.790818148,121,apple
5,137,203,25,93,5.539287391,103,apple
7,132,201,22,94,6.258267561,107,apple
28,144,199,24,90,6.328222408,105,apple
13,141,200,20,92,6.06337139,124,apple
20,141,197,24,94,5.729838733,119,apple
16,138,195,24,90,6.389808771,104,apple
35,120,199,25,95,5.717191868,111,apple
37,121,203,24,90,6.110983243,112,apple
16,127,201,20,91,6.255895835,113,apple
32,139,197,23,92,6.193096077,114,apple
15,134,205,24,95,6.095862218,102,apple
16,128,198,20,94,6.089370929,114,apple
39,144,202,21,94,6.496050165,118,apple
34,127,198,20,93,6.316194475,122,apple
5,122,196,24,94,6.253820617,125,apple
39,134,197,20,93,5.962265023,113,apple
22,138,200,24,94,6.319561371,111,apple
38,144,198,24,92,5.565383227,100,apple
22,141,204,22,92,6.172966951,121,apple
24,135,200,24,94,5.937790227,102,apple
8,131,200,25,95,6.493858538,100,apple
20,143,200,23,91,5.947244679,112,apple
22,140,203,22,95,6.087654523,102,apple
35,124,204,24,91,5.869575046,104,apple
39,135,204,25,93,6.064807664,111,apple
38,121,200,20,92,6.482646402,104,apple
12,120,197,21,93,5.536121783,114,apple
10,132,204,21,93,6.103298478,106,apple
12,144,196,24,95,6.412449869,100,apple
30,130,202,23,94,6.471967218,117,apple
28,143,201,23,93,5.622767692,122,apple
7,138,198,22,91,5.980786546,125,apple
25,130,200,23,90,5.672032212,118,apple
8,143,202,20,95,5.907806203,101,apple
11,123,199,20,94,5.931951371,109,apple
13,125,199,25,93,5.749422696,105,apple
21,127,204,24,95,5.525334633,100,apple
37,136,197,21,92,6.173248684,119,apple
22,124,201,25,93,6.048353696,106,apple
22,136,197,24,92,6.104455484,112,apple
13,140,198,20,90,6.232181059,120,apple
7,125,199,25,93,6.328275818,103,apple
31,120,196,21,92,5.687421667,109,apple
13,137,197,25,95,5.628350592,108,apple
8,135,200,21,94,6.22834945,106,apple
17,131,205,23,90,5.916443063,113,apple
20,131,196,21,93,6.153321076,111,apple
14,136,196,24,92,5.814643378,106,apple
16,123,197,20,93,6.200361107,119,apple
33,125,197,23,90,6.168174208,112,apple
20,120,195,21,95,6.332523195,102,apple
31,136,196,24,92,5.589646925,104,apple
23,134,197,20,93,6.069544513,107,apple
35,123,204,23,92,6.429917008,113,apple
35,128,201,25,93,6.152068745,105,apple
18,131,198,22,94,5.720863887,106,apple
19,143,205,25,91,5.634670411,109,apple
39,129,197,25,93,5.948071657,120,apple
31,140,204,23,91,6.481108133,115,apple
12,124,200,23,90,5.911899676,113,apple
11,145,195,24,91,5.872873321,121,apple
36,145,197,21,94,5.915416654,109,apple
25,122,205,25,95,6.354529229,102,apple
14,120,196,21,94,5.949110032,102,apple
9,122,199,24,92,6.360423622,107,apple
16,132,197,24,90,6.017381737,125,apple
16,128,201,25,94,6.328178421,103,apple
38,141,202,22,95,5.860862934,120,apple
21,140,196,22,90,5.625454496,118,apple
30,144,201,21,90,5.525823989,115,apple
20,129,196,22,94,6.068335118,109,apple
25,125,205,24,91,6.430133572,121,apple
14,131,204,20,91,5.959083316,119,apple
10,126,200,23,94,6.082210978,106,apple
18,127,199,25,91,6.34597658,110,apple
36,140,199,22,91,6.335692684,104,apple
17,125,197,24,94,5.771964419,122,apple
35,137,198,24,90,5.536261571,118,apple
9,133,198,20,93,6.195828031,110,apple
23,123,199,20,94,6.270259194,117,apple
36,139,201,23,90,6.153033589,113,apple
39,145,203,24,95,6.494558469,113,apple
5,136,203,23,91,6.140948075,100,apple
29,129,198,20,90,5.790010874,122,apple
34,124,203,23,94,5.810287928,108,apple
11,138,203,20,92,5.588866481,108,apple
15,145,203,21,90,6.03183227,117,apple
12,141,203,24,93,5.855717892,119,apple
19,128,205,23,95,5.53285926,125,apple
13,129,201,23,94,5.559633035,116,apple
29,131,205,25,93,6.005239448,125,apple
30,136,203,21,93,6.011437467,117,apple
33,140,198,24,93,6.111390541,103,apple
26,126,205,20,94,5.869365159,118,apple
19,138,202,23,95,6.413155923,117,apple
28,127,197,25,92,6.158755983,117,apple
39,126,196,24,91,5.842988699,105,apple
6,129,204,23,90,5.859440509,123,apple
24,137,201,24,90,6.433931035,110,apple
8,135,205,23,92,6.173311603,118,apple
17,138,197,23,90,5.757698162,119,apple
40,136,202,24,94,5.82252367,111,apple
32,123,198,25,92,5.500972061,102,apple
17,137,199,20,95,5.747620464,112,apple
22,135,203,23,92,6.050078621,102,apple
12,144,202,20,90,6.310877358,107,apple
24,127,203,23,93,6.240384715,120,apple
36,130,196,20,90,6.074297197,104,apple
18,141,204,20,92,6.013654717,108,apple
6,133,197,20,92,5.605938263,107,apple
23,141,198,23,92,5.940025245,117,apple
39,142,201,21,93,6.434121279,113,apple
19,142,197,25,93,6.463380376,124,apple
23,127,198,21,93,6.149268325,125,apple
35,126,201,20,90,5.869854295,110,apple
39,135,201,25,91,5.826114407,107,apple
24,125,196,22,95,5.936198554,115,apple
34,130,199,25,91,5.558103088,117,apple
5,120,201,25,90,5.798104347,105,apple
25,127,196,25,91,5.862879769,122,apple
13,140,200,22,94,5.652955693,125,apple
7,133,199,23,90,6.493383224,112,apple
31,138,204,25,92,6.351451558,100,apple
16,137,198,24,93,5.629128469,110,apple
14,122,202,23,94,5.889983603,118,apple
23,135,196,21,91,6.199874065,125,apple
39,137,203,24,95,6.205872165,118,apple
39,133,199,24,91,5.870654731,115,apple
39,122,201,20,93,5.742512989,105,apple
22,132,205,25,92,6.114855006,116,apple
19,132,202,24,94,6.270606613,116,apple
30,129,199,20,94,6.016987774,116,apple
15,133,197,25,94,5.70880642,122,apple
15,144,196,20,95,5.765798053,124,apple
30,143,197,21,95,6.246277058,116,apple
7,132,198,24,92,6.340771524,119,apple
37,136,205,20,93,5.934155465,117,apple
13,133,203,21,92,5.595712542,100,apple
20,137,199,21,95,6.225531475,121,apple
24,128,204,21,91,6.152983101,107,apple
25,124,201,21,94,6.25726962,105,apple
17,131,205,22,92,5.823518656,125,apple
13,131,198,24,91,5.770230983,100,apple
40,142,202,25,93,6.418061559,104,apple
15,121,203,23,93,6.393945584,111,apple
9,120,202,20,95,5.552546867,124,apple
32,128,196,20,95,6.240925437,125,apple
23,124,195,23,90,6.12619261,107,apple
12,125,205,25,93,5.750978631,111,apple
39,142,204,22,94,6.387356379,108,apple
36,123,201,23,94,5.640032916,111,apple
35,128,196,24,94,5.630794217,100,apple
11,144,203,23,94,5.800421132,115,apple
14,143,198,21,93,5.707003756,113,apple
8,123,197,20,94,5.500805762,116,apple
25,138,203,22,94,6.26397847,103,apple
27,126,195,20,95,5.845133329,121,apple
28,135,202,21,94,5.729885421,125,apple
18,144,195,22,94,6.441485102,101,apple
30,137,197,25,91,5.603199584,124,apple
38,126,201,21,90,6.490769037,109,apple
15,145,205,23,90,6.350988823,125,apple
8,126,203,23,94,5.56595124,115,apple
24,138,199,20,90,5.913717509,103,apple
22,141,205,20,91,5.580708491,115,apple
32,136,196,24,95,6.438426896,101,apple
17,142,203,21,94,6.047789446,122,apple
34,129,201,24,91,6.44432351,115,apple
8,138,198,24,92,5.672921051,115,apple
32,136,204,24,90,6.146042988,115,apple
26,129,202,25,92,5.861699844,103,apple
22,122,198,20,95,5.862412696,105,apple
36,143,198,23,95,5.674033152,115,apple
31,124,197,25,94,5.960407562,102,apple
15,145,204,20,95,5.892947389,116,apple
14,138,196,22,92,6.094573455,124,apple
39,136,203,24,94,6.053521665,118,apple
20,130,200,23,94,6.348699265,111,apple
13,132,201,21,93,5.523643655,121,apple
11,124,200,24,91,6.04929159,120,apple
37,135,195,24,90,5.64268609,100,apple
32,134,203,24,94,6.428453698,110,apple
26,128,196,25,92,6.387672763,109,apple
36,136,195,21,95,6.067022324,109,apple
12,139,204,22,90,5.85300606,122,apple
27,129,196,24,95,5.734612728,111,apple
20,139,196,24,93,5.542857242,124,apple
15,125,200,20,94,6.082005456,116,apple
24,140,196,20,94,5.572230931,106,apple
22,141,198,24,94,5.677722483,105,apple
23,140,196,23,92,6.477267685,100,apple
21,136,200,21,95,5.524958818,111,apple
14,125,196,23,93,6.332567226,104,apple
16,138,198,21,95,6.398429443,124,apple
40,125,201,22,92,6.131482388,104,apple
21,133,205,24,95,5.696795791,113,apple
6,131,195,24,93,5.806915581,102,apple
30,123,196,20,94,6.138640627,124,apple
6,123,205,23,95,5.624864793,105,apple
28,144,198,22,91,5.995904611,107,apple
17,136,196,22,92,6.03091424,122,apple
10,133,196,20,95,5.621925694,120,apple
27,120,195,25,91,5.541963962,115,apple
31,123,201,25,94,5.585680971,108,apple
32,140,201,22,92,5.744711249,115,apple
35,130,198,22,92,6.174220804,104,apple
19,131,203,20,92,6.204570334,102,apple
26,137,195,21,93,6.358508499,101,apple
30,128,203,22,91,5.671050981,104,apple
8,126,199,21,92,6.380091241,101,apple
5,122,202,21,90,5.727746626,101,apple
37,134,204,23,91,5.854004192,108,apple
8,129,200,23,94,5.84194763,125,apple
24,125,195,23,92,5.801412505,102,apple
37,136,204,23,92,6.451026709,107,apple
34,120,202,20,95,5.587206317,123,apple
28,136,198,20,92,5.711212254,121,apple
40,130,202,20,92,5.504067158,107,apple
27,145,202,20,91,6.119044352,104,apple
11,135,199,23,92,5.571297801,106,apple
25,136,202,25,95,6.052698861,110,apple
27,137,196,21,95,6.26764226,119,apple
15,142,200,25,95,5.901881311,102,apple
7,131,200,20,91,5.927119439,100,apple
39,126,198,22,95,6.307492046,117,apple
18,133,202,25,94,5.932696978,125,apple
18,140,202,24,93,6.003031142,122,apple
23,132,204,21,90,6.232956215,105,apple
15,135,204,20,93,5.875423547,122,apple
7,122,200,22,95,5.90405875,110,apple
17,144,205,23,91,5.852826736,113,apple
15,130,200,24,93,6.073219253,104,apple
12,133,197,20,91,6.380047876,111,apple
16,133,201,23,91,5.56802886,115,apple
25,137,198,21,92,5.51368258,102,apple
13,145,196,21,95,6.253216556,119,apple
14,136,203,22,91,5.672969572,116,apple
19,127,203,25,91,6.453850805,124,apple
24,131,198,25,95,5.631095556,118,apple
20,128,200,25,95,5.844063807,117,apple
24,140,203,22,94,5.863261665,100,apple
33,138,205,22,95,5.696337527,118,apple
24,129,197,21,94,5.900595108,114,apple
26,124,200,25,94,5.919195835,111,apple
38,127,205,24,92,5.505275323,124,apple
33,141,199,21,90,5.997336445,125,apple
40,120,196,20,95,6.043771094,111,apple
30,132,200,25,95,6.185720546,125,apple
33,139,204,20,93,5.648932833,102,apple
39,137,203,25,95,5.96002507,111,apple
6,123,199,24,94,5.90393497,124,apple
22,139,201,23,93,5.693122259,107,apple
17,121,198,23,91,5.84089849,112,apple
13,137,200,20,90,6.05999445,108,apple
28,127,202,25,94,6.298741686,106,apple
34,131,201,21,90,6.044298908,118,apple
19,127,205,24,93,6.218508616,101,apple
18,134,197,25,95,5.689834519,113,apple
38,137,203,25,92,5.72200442,117,apple
12,144,197,22,91,5.803404473,120,apple
35,129,199,21,93,6.430999898,110,apple
30,141,204,25,92,5.972960737,110,apple
29,131,195,22,94,6.321565444,119,apple
11,129,204,22,91,6.443244976,113,apple
27,136,200,25,90,6.256093014,117,apple
15,123,197,24,94,6.049989858,124,apple
12,128,203,23,94,6.363848451,110,apple
14,124,201,20,92,6.305848142,108,apple
10,144,202,25,94,6.426024263,124,apple
11,120,199,20,91,5.787868756,103,apple
5,134,202,20,93,5.710362448,101,apple
21,128,198,21,93,6.236382174,119,apple
11,130,202,22,94,5.598367458,113,apple
24,129,197,23,95,5.9636985,113,apple
38,131,201,25,90,6.318771312,104,apple
19,133,199,25,95,5.765656388,108,apple
20,138,197,20,95,5.659682302,125,apple
9,120,196,25,90,5.56187922,105,apple
10,132,196,23,94,6.274646378,111,apple
26,120,200,20,91,6.018393855,118,apple
17,132,205,23,91,6.452815922,107,apple
32,122,197,24,90,6.171229675,114,apple
28,136,196,25,92,5.63397304,106,apple
35,135,195,23,94,6.140097153,123,apple
5,121,202,20,91,5.845744486,118,apple
21,142,201,24,93,6.131039063,118,apple
13,143,199,23,93,5.67408794,117,apple
21,145,204,24,95,5.567516687,110,apple
39,127,199,22,94,6.387267004,118,apple
26,143,204,20,93,5.924265232,108,apple
16,129,198,21,94,6.097929798,114,apple
10,129,195,25,91,5.633766569,100,apple
36,123,200,20,91,6.370588336,116,apple
18,140,204,23,95,6.332358679,108,apple
34,129,197,21,95,5.658073131,113,apple
8,131,199,25,91,5.734795059,105,apple
39,142,198,20,95,6.259793972,121,apple
38,21,10,21,92,6.608537532,109,orange
13,10,13,18,94,6.103729243,104,orange
5,19,9,18,95,6.905719977,109,orange
22,26,6,18,92,6.538690225,113,orange
24,24,6,21,93,6.331050367,106,orange
7,15,13,14,95,6.422090501,114,orange
22,21,14,11,95,7.649332574,110,orange
14,7,14,24,93,6.064682004,103,orange
40,10,11,26,95,7.899768884,113,orange
34,29,10,11,91,6.09236406,106,orange
30,23,15,20,91,6.735284861,118,orange
12,20,13,33,95,7.69546748,107,orange
20,19,9,26,95,7.383417065,103,orange
28,10,14,15,91,7.729665738,119,orange
17,27,11,15,92,7.605439466,106,orange
5,25,9,35,94,7.534854154,107,orange
20,25,11,29,93,6.13875575,101,orange
13,8,8,27,93,6.842223195,106,orange
35,29,7,30,95,7.481232234,115,orange
15,19,8,28,93,6.250254143,117,orange
5,16,15,26,91,7.301055383,110,orange
11,11,8,31,95,7.516009458,101,orange
12,28,8,13,94,7.072061566,114,orange
36,20,5,19,93,6.076592803,117,orange
37,12,14,27,94,7.458488549,115,orange
5,13,15,35,94,6.084150924,105,orange
37,18,7,17,95,6.537736964,102,orange
37,9,10,14,95,6.446196064,101,orange
40,17,10,24,90,7.136588791,100,orange
26,15,8,15,94,7.695888133,116,orange
36,15,6,29,94,6.681122244,112,orange
25,14,8,18,93,7.693415203,119,orange
35,15,5,22,94,6.868345386,115,orange
37,20,14,20,91,7.352191345,103,orange
6,28,7,22,92,6.797982096,102,orange
15,26,15,35,92,7.39107949,112,orange
15,22,13,10,91,6.984963439,120,orange
10,8,14,10,93,7.031519697,112,orange
32,21,8,16,91,7.71985485,117,orange
20,28,14,34,92,6.502220163,108,orange
29,9,14,31,95,7.592779014,113,orange
9,22,13,22,93,7.8105011,116,orange
40,12,13,27,94,6.704924636,108,orange
15,9,12,35,95,6.86664057,100,orange
31,23,6,34,90,6.722841448,109,orange
11,10,12,18,90,7.286668296,100,orange
16,13,14,28,93,7.139346219,119,orange
13,27,6,33,95,6.800516913,112,orange
10,12,10,24,94,7.025048989,110,orange
9,28,14,35,92,6.97233527,120,orange
12,10,12,24,93,6.298055199,111,orange
8,6,15,22,91,6.785475995,106,orange
36,15,13,28,95,7.373557001,100,orange
17,9,15,30,91,7.440254544,107,orange
35,7,14,28,91,6.582237758,108,orange
24,11,7,35,95,7.605297704,114,orange
19,16,7,31,93,7.372588773,110,orange
40,11,12,20,92,7.155423932,103,orange
38,21,6,29,91,6.56037338,119,orange
11,8,10,20,91,6.995945055,102,orange
17,22,8,22,95,6.771270319,107,orange
38,29,9,19,95,6.679976872,117,orange
25,8,9,11,92,6.86029333,105,orange
25,20,9,16,94,7.690125801,106,orange
31,23,9,24,91,7.252412398,108,orange
25,19,5,19,93,6.065287628,107,orange
30,9,6,11,93,7.669036767,105,orange
38,12,8,21,94,6.486806682,101,orange
26,14,14,25,95,7.675928911,104,orange
11,16,12,31,92,7.786905687,117,orange
12,18,12,29,94,6.287657373,103,orange
28,20,7,34,95,6.905611957,112,orange
34,27,8,18,90,6.511347825,114,orange
17,21,14,26,91,6.128568193,116,orange
9,17,12,30,92,7.227010881,120,orange
17,25,7,28,91,7.386510392,114,orange
12,17,9,11,90,6.233075297,115,orange
16,21,12,33,92,7.536049259,100,orange
17,25,5,25,93,6.480739809,110,orange
15,24,12,12,90,7.905976356,119,orange
20,8,14,27,92,6.822315002,110,orange
20,25,8,16,93,6.964886438,109,orange
10,6,12,33,93,6.727617446,115,orange
36,7,8,14,95,7.237788497,106,orange
16,12,15,19,90,7.577211563,111,orange
25,18,5,12,95,7.889963496,114,orange
9,11,14,17,95,7.062099562,111,orange
24,20,13,21,95,6.322046916,117,orange
23,24,12,12,95,6.823835574,104,orange
25,21,7,29,92,7.07690169,112,orange
37,10,14,21,91,6.277041742,106,orange
13,21,13,30,91,6.250063673,106,orange
37,14,12,31,94,7.189547409,117,orange
6,11,13,30,90,6.020693286,113,orange
21,26,9,24,95,7.882342246,111,orange
37,27,9,11,95,6.859275828,113,orange
38,26,6,35,92,7.115742937,117,orange
40,24,6,23,91,6.66884227,107,orange
12,14,13,26,95,7.597956686,108,orange
30,30,10,21,90,7.967801713,107,orange
38,29,14,14,93,6.176126267,105,orange
14,5,13,30,91,6.000452586,119,orange
20,12,9,13,93,7.363707473,119,orange
8,16,6,26,95,7.008280471,104,orange
21,19,12,24,91,6.593856016,104,orange
32,20,5,26,91,6.607445535,120,orange
16,24,9,22,92,7.204319333,117,orange
11,24,14,13,92,7.157560477,113,orange
35,22,14,27,90,6.230935604,106,orange
16,23,8,25,93,6.702703063,117,orange
37,26,10,21,93,6.199691022,116,orange
22,29,15,11,93,7.392330257,111,orange
17,29,12,15,94,6.092988728,119,orange
33,18,15,34,93,6.686146674,114,orange
17,26,7,12,94,6.706235027,104,orange
24,13,13,31,90,6.922318334,117,orange
14,10,11,17,94,6.607014488,101,orange
29,17,14,28,90,6.071424254,101,orange
